주문번호,제품번호,단가,주문수량,할인율
H0616,70,1500,15,0.050000001
H0616,71,2200,15,0.050000001
H0617,59,5500,30,0.150000006
H0618,6,2500,70,0
H0618,56,3800,20,0
H0618,68,1300,15,0
H0619,21,1000,42,0
H0619,22,2100,40,0
H0620,24,500,5,0
H0620,52,700,5,0
H0621,19,900,5,0
H0621,23,900,10,0
H0621,70,1500,20,0
H0621,71,2200,15,0
H0622,2,1900,20,0
H0622,68,1300,18,0.200000003
H0623,14,2300,21,0
H0623,19,900,15,0.100000001
H0623,21,1000,25,0.100000001
H0623,24,500,3,0
H0623,35,1800,30,0.100000001
H0624,28,4600,10,0
H0624,29,12400,6,0
H0624,44,1900,10,0
H0625,14,2300,3,0
H0625,42,1400,5,0
H0625,60,3400,10,0
H0626,53,3300,12,0
H0626,60,3400,20,0
H0626,71,2200,20,0
H0627,62,4900,15,0
H0627,73,1500,35,0.150000006
H0628,1,1800,25,0
H0629,29,12400,20,0
H0629,64,3300,9,0
H0630,55,2400,12,0.050000001
H0630,76,1800,35,0
H0631,75,800,8,0.100000001
H0632,2,1900,30,0.050000001
H0632,33,300,20,0.050000001
H0633,12,3800,36,0.150000006
H0633,13,600,13,0.150000006
H0633,26,3100,35,0.150000006
H0633,62,4900,80,0.150000006
H0634,7,3000,35,0
H0634,18,6300,50,0
H0634,51,5300,15,0
H0634,75,800,2,0
H0635,4,2200,10,0.100000001
H0635,5,2100,15,0.100000001
H0635,22,2100,40,0
H0636,4,2200,25,0
H0636,58,1300,6,0
H0637,11,2100,10,0
H0637,50,1600,25,0.050000001
H0637,56,3800,60,0.050000001
H0638,45,1000,20,0
H0638,65,2100,21,0
H0638,72,3500,60,0
H0639,18,6300,8,0
H0640,69,3600,20,0.25
H0640,70,1500,15,0.25
H0641,2,1900,50,0
H0641,40,1800,60,0
H0642,21,1000,30,0.200000003
H0642,61,2900,20,0.200000003
H0643,28,4600,15,0.25
H0643,39,1800,21,0.25
H0643,46,1200,2,0.25
H0644,18,6300,4,0.100000001
H0644,43,4600,20,0
H0644,46,1200,21,0.100000001
H0645,18,6300,20,0
H0645,36,1900,15,0
H0646,1,1800,15,0.25
H0646,10,3100,18,0.25
H0646,71,2200,30,0.25
H0646,77,1300,35,0.25
H0647,19,900,30,0
H0647,39,1800,20,0
H0648,22,2100,15,0
H0648,24,500,15,0.150000006
H0649,28,4600,20,0
H0649,72,3500,15,0
H0650,30,2600,30,0
H0650,53,3300,25,0.050000001
H0650,54,700,30,0
H0651,19,900,12,0.25
H0651,22,2100,20,0.25
H0652,30,2600,2,0.25
H0652,42,1400,20,0
H0653,16,1700,30,0.100000001
H0653,60,3400,20,0.100000001
H0654,4,2200,12,0.100000001
H0654,39,1800,20,0.100000001
H0654,54,700,6,0.100000001
H0655,41,1000,20,0.200000003
H0656,14,2300,3,0.100000001
H0656,44,1900,28,0.100000001
H0656,47,1000,6,0.100000001
H0657,15,1600,50,0
H0657,41,1000,24,0
H0657,46,1200,45,0
H0657,47,1000,10,0
H0657,56,3800,45,0
H0657,60,3400,30,0
H0658,21,1000,60,0
H0658,40,1800,70,0.050000001
H0658,60,3400,55,0.050000001
H0658,77,1300,70,0.050000001
H0659,31,1300,20,0.050000001
H0659,40,1800,24,0.050000001
H0659,70,1500,40,0.050000001
H0660,20,8100,21,0
H0661,39,1800,3,0.200000003
H0661,58,1300,49,0.200000003
H0662,68,1300,10,0
H0663,40,1800,30,0.050000001
H0663,42,1400,30,0.050000001
H0663,51,5300,20,0.050000001
H0664,10,3100,24,0.150000006
H0664,56,3800,12,0.150000006
H0664,65,2100,15,0.150000006
H0665,51,5300,20,0
H0665,59,5500,1,0
H0665,76,1800,10,0
H0666,29,12400,36,0
H0666,65,2100,10,0
H0667,69,3600,45,0.200000003
H0667,71,2200,14,0.200000003
H0668,31,1300,8,0.100000001
H0668,55,2400,4,0.100000001
H0668,64,3300,15,0.100000001
H0669,36,1900,30,0
H0670,23,900,32,0
H0670,46,1200,60,0
H0670,67,1400,25,0
H0670,73,1500,50,0
H0670,75,800,25,0
H0671,16,1700,10,0
H0671,62,4900,10,0
H0671,65,2100,12,0
H0672,38,26400,15,0.100000001
H0672,71,2200,12,0
H0673,16,1700,3,0
H0673,42,1400,6,0
H0673,43,4600,6,0
H0674,23,900,5,0
H0675,14,2300,30,0
H0675,53,3300,10,0
H0675,58,1300,30,0
H0676,10,3100,2,0
H0676,19,900,7,0
H0676,44,1900,21,0
H0677,26,3100,30,0.150000006
H0677,33,300,8,0.150000006
H0678,12,3800,100,0
H0678,33,300,30,0
H0678,41,1000,120,0
H0678,54,700,30,0
H0679,59,5500,12,0
H0680,16,1700,50,0.25
H0680,31,1300,20,0.25
H0680,42,1400,40,0.25
H0681,19,900,30,0.100000001
H0681,21,1000,12,0.100000001
H0681,64,3300,28,0
H0682,33,300,30,0
H0682,66,1700,4,0
H0682,75,800,30,0
H0683,52,700,9,0
H0684,40,1800,20,0
H0684,47,1000,40,0
H0684,60,3400,30,0
H0685,10,3100,20,0
H0685,41,1000,4,0
H0685,47,1000,15,0
H0686,17,3900,30,0.200000003
H0686,26,3100,15,0
H0687,9,9700,50,0.25
H0687,29,12400,10,0
H0687,36,1900,6,0.25
H0688,10,3100,18,0.100000001
H0688,28,4600,60,0.100000001
H0688,34,1400,14,0
H0689,1,1800,35,0.25
H0690,56,3800,20,0.25
H0690,77,1300,30,0.25
H0691,1,1800,30,0
H0691,29,12400,40,0
H0691,43,4600,40,0
H0691,44,1900,24,0
H0691,62,4900,48,0
H0692,21,1000,20,0
H0693,9,9700,6,0
H0693,54,700,60,0.150000006
H0693,69,3600,30,0.150000006
H0693,73,1500,15,0.150000006
H0694,7,3000,90,0
H0694,59,5500,25,0
H0694,70,1500,50,0
H0695,8,4000,10,0
H0695,12,3800,4,0
H0695,24,500,20,0
H0696,17,3900,20,0
H0696,46,1200,18,0
H0697,19,900,7,0.25
H0697,35,1800,9,0.25
H0697,58,1300,30,0.25
H0697,70,1500,30,0.25
H0698,11,2100,15,0
H0698,17,3900,8,0.050000001
H0698,29,12400,12,0.050000001
H0698,65,2100,65,0.050000001
H0698,70,1500,8,0.050000001
H0699,47,1000,12,0
H0700,1,1800,5,0.200000003
H0700,34,1400,12,0.200000003
H0700,68,1300,40,0.200000003
H0700,71,2200,60,0.200000003
H0701,59,5500,42,0.150000006
H0701,71,2200,20,0.150000006
H0701,76,1800,35,0.150000006
H0702,38,26400,6,0
H0702,76,1600,15,0
H0703,2,1900,5,0
H0703,59,5500,35,0
H0703,73,1500,35,0
H0704,4,2200,6,0
H0704,24,500,35,0
H0704,48,1300,24,0
H0705,31,1300,20,0
H0705,32,3200,4,0
H0706,16,1700,20,0
H0706,43,4600,24,0
H0706,59,5500,8,0
H0707,55,2400,21,0
H0707,57,2000,40,0
H0707,70,1500,28,0.150000006
H0708,5,2100,4,0
H0708,36,1900,5,0
H0709,8,4000,40,0
H0709,51,5300,28,0
H0709,60,3400,10,0
H0710,19,900,5,0
H0710,47,1000,5,0
H0711,19,900,12,0
H0711,41,1000,42,0
H0711,53,3300,120,0
H0712,53,3300,3,0.050000001
H0712,56,3800,30,0
H0713,10,3100,18,0
H0713,26,3100,30,0
H0713,45,1000,110,0
H0713,46,1200,24,0
H0714,2,1900,30,0.25
H0714,17,3900,27,0.25
H0714,47,1000,50,0.25
H0714,56,3800,18,0.25
H0714,58,1300,12,0.25
H0715,10,3100,21,0
H0715,71,2200,30,0
H0716,21,1000,5,0
H0716,51,5300,7,0
H0716,61,2900,10,0
H0717,21,1000,32,0.050000001
H0717,54,700,15,0
H0717,69,3600,25,0.050000001
H0718,12,3800,36,0
H0718,16,1700,20,0
H0718,36,1900,40,0
H0718,62,4900,20,0
H0719,18,6300,12,0.25
H0719,30,2600,3,0.25
H0719,54,700,40,0.25
H0720,35,1800,21,0
H0720,71,2200,8,0
H0721,44,1900,50,0.050000001
H0722,2,1900,3,0
H0722,31,1300,50,0
H0722,68,1300,45,0
H0722,75,800,42,0
H0723,26,3100,15,0
H0724,10,3100,16,0
H0724,61,2900,5,0
H0725,41,1000,12,0
H0725,52,700,4,0
H0725,55,2400,6,0
H0726,4,2200,25,0
H0726,11,2100,5,0
H0727,17,3900,20,0.050000001
H0727,56,3800,10,0.050000001
H0727,59,5500,10,0.050000001
H0728,30,2600,15,0
H0728,40,1800,6,0
H0728,55,2400,12,0
H0728,60,3400,15,0
H0729,1,1800,50,0
H0729,21,1000,30,0
H0729,50,1600,40,0
H0730,16,1700,15,0.050000001
H0730,31,1300,3,0.050000001
H0730,65,2100,10,0.050000001
H0731,21,1000,40,0.050000001
H0731,51,5300,30,0.050000001
H0732,76,1800,20,0
H0733,14,2300,16,0
H0733,28,4600,20,0
H0733,52,700,25,0
H0734,6,2500,30,0
H0734,30,2600,15,0
H0734,76,1800,20,0
H0735,61,2900,20,0.100000001
H0735,77,1300,2,0.100000001
H0736,65,2100,40,0
H0736,75,800,20,0
H0737,13,600,4,0
H0737,41,1000,12,0
H0738,16,1700,3,0
H0739,36,1900,6,0
H0739,52,700,18,0
H0740,28,4600,5,0.200000003
H0740,35,1800,35,0.200000003
H0740,45,1000,40,0.200000003
H0740,56,3800,14,0.200000003
H0741,2,1900,15,0.200000003
H0742,3,1000,20,0
H0742,60,3400,50,0
H0742,72,3500,35,0
H0743,46,1200,28,0.050000001
H0744,40,1800,50,0.200000003
H0745,18,6300,24,0
H0745,44,1900,16,0
H0745,59,5500,45,0
H0745,72,3500,7,0
H0746,13,600,6,0
H0746,42,1400,28,0
H0746,62,4900,9,0
H0746,69,3600,40,0
H0747,31,1300,8,0
H0747,41,1000,35,0
H0747,63,4400,9,0
H0747,69,3600,30,0
H0748,23,900,44,0
H0748,40,1800,40,0
H0748,56,3800,28,0
H0749,56,3800,15,0
H0749,59,5500,6,0
H0749,76,1800,10,0
H0750,14,2300,5,0.150000006
H0750,45,1000,40,0.150000006
H0750,59,5500,25,0.150000006
H0751,26,3100,12,0.100000001
H0751,30,2600,30,0
H0751,50,1600,20,0.100000001
H0751,73,1500,15,0
H0752,1,1800,8,0
H0752,69,3600,3,0
H0753,45,1000,4,0
H0753,74,1000,5,0
H0754,40,1800,3,0
H0755,47,1000,30,0.25
H0755,56,3800,30,0.25
H0755,57,2000,14,0.25
H0755,69,3600,25,0.25
H0756,18,6300,21,0.200000003
H0756,36,1900,20,0.200000003
H0756,68,1300,6,0.200000003
H0756,69,3600,20,0.200000003
H0757,34,1400,30,0
H0757,59,5500,7,0
H0757,62,4900,30,0
H0757,64,3300,24,0
H0758,26,3100,20,0
H0758,52,700,60,0
H0758,70,1500,40,0
H0759,32,3200,10,0
H0760,25,1400,12,0.25
H0760,27,4400,40,0
H0760,43,4600,30,0.25
H0761,25,1400,35,0.25
H0761,75,800,18,0
H0762,39,1800,16,0
H0762,47,1000,30,0
H0762,51,5300,28,0
H0762,56,3800,60,0
H0763,21,1000,40,0
H0763,22,2100,6,0
H0763,24,500,20,0
H0764,3,1000,20,0.100000001
H0764,39,1800,130,0.100000001
H0765,65,2100,80,0.100000001
H0766,2,1900,40,0
H0766,7,3000,35,0
H0766,68,1300,40,0
H0767,42,1400,2,0
H0768,22,2100,4,0
H0768,31,1300,50,0
H0768,60,3400,15,0
H0768,71,2200,12,0
H0769,41,1000,30,0.050000001
H0769,52,700,15,0.050000001
H0769,61,2900,20,0
H0769,62,4900,15,0
H0770,11,2100,15,0.25
H0771,71,2200,16,0
H0772,29,12400,18,0
H0772,59,5500,25,0
H0773,17,3900,33,0
H0773,31,1300,70,0.200000003
H0773,75,800,7,0.200000003
H0774,31,1300,2,0.25
H0774,66,1700,50,0
H0775,10,3100,6,0
H0775,67,1400,3,0
H0776,31,1300,16,0.050000001
H0776,42,1400,12,0.050000001
H0776,45,1000,27,0.050000001
H0776,51,5300,120,0.050000001
H0777,42,1400,20,0.200000003
H0778,41,1000,10,0
H0779,16,1700,20,0
H0779,62,4900,20,0
H0780,70,1500,35,0
H0780,77,1300,15,0
H0781,54,700,3,0.200000003
H0781,56,3800,20,0.200000003
H0781,74,1000,35,0
H0782,31,1300,1,0
H0783,31,1300,10,0
H0783,38,26400,5,0
H0784,36,1900,30,0
H0784,39,1800,2,0.150000006
H0784,72,3500,30,0.150000006
H0785,10,3100,10,0
H0785,75,800,10,0
H0786,8,4000,30,0.200000003
H0786,30,2600,15,0.200000003
H0786,75,800,42,0.200000003
H0787,2,1900,15,0.050000001
H0787,29,12400,20,0.050000001
H0788,19,900,50,0.050000001
H0788,75,800,40,0.050000001
H0789,18,6300,30,0
H0789,35,1800,15,0
H0789,63,4400,30,0
H0789,68,1300,18,0
H0790,7,3000,3,0.150000006
H0790,56,3800,20,0.150000006
H0791,29,12400,14,0.050000001
H0791,41,1000,20,0.050000001
H0792,2,1900,10,0
H0792,54,700,3,0
H0792,68,1300,15,0
H0793,41,1000,14,0
H0793,52,700,8,0
H0794,14,2300,15,0.200000003
H0794,54,700,6,0.200000003
H0795,16,1700,65,0
H0795,17,3900,35,0.25
H0796,26,3100,21,0.200000003
H0796,44,1900,10,0
H0796,64,3300,35,0.200000003
H0796,69,3600,24,0.200000003
H0797,11,2100,20,0
H0798,62,4900,2,0
H0798,72,3500,10,0
H0799,13,600,20,0.150000006
H0799,24,500,20,0.150000006
H0799,59,5500,25,0
H0800,11,2100,50,0.100000001
H0800,51,5300,10,0.100000001
H0800,54,700,7,0.100000001
H0801,17,3900,40,0.25
H0801,29,12400,20,0.25
H0802,30,2600,25,0.25
H0802,51,5300,30,0.25
H0802,55,2400,60,0.25
H0802,62,4900,5,0.25
H0803,19,900,24,0.050000001
H0803,25,1400,15,0.050000001
H0803,59,5500,15,0.050000001
H0804,10,3100,36,0
H0804,28,4600,24,0
H0804,49,2000,4,0.150000006
H0805,34,1400,10,0
H0805,38,26400,10,0
H0806,2,1900,20,0.25
H0806,65,2100,2,0
H0806,74,1000,15,0.25
H0807,40,1800,1,0
H0808,56,3800,20,0.150000006
H0808,76,1800,50,0.150000006
H0809,52,700,20,0
H0810,13,600,7,0
H0810,25,1400,5,0
H0810,70,1500,5,0
H0811,19,900,15,0
H0811,23,900,18,0
H0811,40,1800,30,0
H0812,31,1300,16,0.100000001
H0812,72,3500,40,0.100000001
H0812,77,1300,20,0
H0813,2,1900,12,0.200000003
H0813,46,1200,35,0
H0814,41,1000,20,0
H0814,43,4600,20,0.150000006
H0814,48,1300,8,0.150000006
H0814,61,2900,30,0.150000006
H0815,33,300,16,0
H0816,38,26400,30,0.050000001
H0816,62,4900,20,0.050000001
H0817,26,3100,40,0.150000006
H0817,38,26400,30,0
H0817,40,1800,60,0.150000006
H0817,62,4900,25,0.150000006
H0818,32,3200,20,0
H0818,41,1000,20,0
H0819,43,4600,7,0
H0819,75,800,20,0
H0820,56,3800,30,0
H0821,35,1800,20,0
H0821,51,5300,6,0
H0822,62,4900,3,0
H0822,70,1500,6,0
H0823,11,2100,20,0.100000001
H0823,57,2000,15,0
H0823,59,5500,40,0.100000001
H0823,77,1300,15,0.100000001
H0824,41,1000,12,0
H0824,70,1500,9,0
H0825,26,3100,12,0
H0825,53,3300,20,0
H0826,31,1300,35,0
H0826,57,2000,15,0
H0827,10,3100,15,0
H0827,39,1800,21,0
H0828,20,8100,5,0
H0828,38,26400,2,0
H0829,2,1900,10,0
H0829,8,4000,20,0
H0829,13,600,10,0
H0829,60,3400,21,0
H0830,6,2500,6,0
H0830,39,1800,28,0
H0830,60,3400,30,0
H0830,68,1300,24,0
H0831,19,900,2,0
H0831,35,1800,8,0
H0831,38,26400,8,0
H0831,43,4600,9,0
H0832,13,600,3,0.200000003
H0832,25,1400,10,0.200000003
H0832,44,1900,16,0.200000003
H0832,64,3300,3,0
H0833,7,3000,20,0.100000001
H0833,31,1300,9,0.100000001
H0833,53,3300,9,0.100000001
H0834,29,12400,8,0.050000001
H0834,30,2600,20,0.050000001
H0835,59,5500,15,0
H0835,77,1300,2,0.200000003
H0836,22,2100,52,0
H0836,35,1800,6,0
H0836,57,2000,24,0
H0836,60,3400,60,0
H0836,64,3300,30,0
H0837,13,600,6,0
H0837,40,1800,25,0
H0837,47,1000,40,0.25
H0837,76,1800,21,0.25
H0838,1,1800,4,0.25
H0838,18,6300,25,0.25
H0838,36,1900,50,0.25
H0839,58,1300,30,0.100000001
H0839,72,3500,15,0.100000001
H0840,25,1400,6,0.200000003
H0840,39,1800,10,0.200000003
H0841,10,3100,16,0
H0841,56,3800,30,0
H0841,59,5500,50,0
H0841,77,1300,15,0
H0842,11,2100,15,0
H0842,43,4600,5,0
H0842,68,1300,20,0
H0842,70,1500,12,0
H0843,51,5300,4,0.25
H0844,22,2100,35,0
H0845,23,900,70,0.100000001
H0845,35,1800,25,0.100000001
H0845,42,1400,42,0.100000001
H0845,58,1300,60,0.100000001
H0845,64,3300,48,0
H0846,4,2200,21,0
H0846,70,1500,30,0
H0846,74,1000,20,0
H0847,1,1800,80,0.200000003
H0847,19,900,12,0.200000003
H0847,37,2600,60,0.200000003
H0847,45,1000,36,0.200000003
H0847,60,3400,45,0.200000003
H0847,71,2200,55,0.200000003
H0848,5,2100,30,0
H0848,9,9700,3,0
H0849,3,1000,49,0
H0849,26,3100,18,0.150000006
H0850,25,1400,20,0.150000006
H0850,33,300,4,0.150000006
H0850,70,1500,30,0.150000006
H0851,2,1900,5,0.050000001
H0851,25,1400,10,0.050000001
H0851,57,2000,10,0.050000001
H0851,59,5500,42,0.050000001
H0852,2,1900,15,0
H0852,17,3900,6,0
H0852,62,4900,50,0
H0853,18,6300,10,0
H0854,10,3100,100,0.150000006
H0854,13,600,65,0.150000006
H0855,16,1700,50,0
H0855,31,1300,14,0
H0855,56,3800,24,0
H0855,65,2100,15,0.150000006
H0856,2,1900,20,0
H0856,42,1400,20,0
H0857,3,1000,30,0
H0857,26,3100,35,0.25
H0857,29,12400,10,0.25
H0858,7,3000,5,0
H0858,27,4400,10,0
H0858,70,1500,4,0
H0859,24,500,40,0.25
H0859,54,700,35,0.25
H0859,64,3300,30,0.25
H0860,51,5300,3,0
H0860,76,1800,20,0
H0861,17,3900,42,0
H0861,18,6300,20,0
H0861,21,1000,40,0
H0861,33,300,35,0
H0861,62,4900,3,0
H0862,11,2100,25,0
H0862,52,700,8,0
H0863,1,1800,20,0.150000006
H0863,58,1300,12,0.150000006
H0864,35,1800,4,0
H0864,67,1400,15,0
H0865,38,26400,60,0.050000001
H0865,39,1800,80,0.050000001
H0866,2,1900,21,0.25
H0866,24,500,6,0.25
H0866,30,2600,40,0.25
H0867,53,3300,3,0
H0868,26,3100,20,0
H0868,35,1800,30,0
H0868,49,2000,42,0.100000001
H0869,1,1800,40,0
H0869,11,2100,10,0
H0869,23,900,50,0
H0869,68,1300,20,0
H0870,35,1800,3,0
H0870,51,5300,2,0
H0871,6,2500,50,0.050000001
H0871,16,1700,12,0.050000001
H0871,17,3900,16,0.050000001
H0872,55,2400,10,0.050000001
H0872,62,4900,20,0.050000001
H0872,64,3300,15,0.050000001
H0872,65,2100,21,0.050000001
H0873,21,1000,20,0
H0873,28,4600,3,0
H0874,10,3100,10,0
H0875,19,900,25,0
H0875,47,1000,21,0.100000001
H0875,49,2000,15,0
H0876,46,1200,21,0
H0876,64,3300,20,0
H0877,16,1700,30,0.25
H0877,18,6300,25,0
H0878,20,8100,20,0.050000001
H0879,40,1800,12,0
H0879,65,2100,10,0
H0879,76,1800,10,0
H0880,23,900,30,0.200000003
H0880,61,2900,30,0.200000003
H0880,70,1500,50,0.200000003
H0881,73,1500,10,0
H0882,42,1400,25,0
H0882,49,2000,20,0.150000006
H0882,54,700,32,0.150000006
H0883,24,500,8,0
H0884,21,1000,40,0.050000001
H0884,56,3800,21,0.050000001
H0884,65,2100,12,0.050000001
H0885,2,1900,20,0
H0885,24,500,12,0
H0885,70,1500,30,0
H0885,77,1300,25,0
H0886,10,3100,70,0
H0886,31,1300,35,0
H0886,77,1300,40,0
H0887,25,1400,5,0
H0888,2,1900,20,0
H0888,68,1300,18,0
H0889,11,2100,40,0
H0889,38,26400,40,0
H0890,17,3900,15,0
H0890,34,1400,10,0
H0890,41,1000,14,0
H0891,30,2600,15,0.050000001
H0892,59,5500,40,0.050000001
H0893,8,4000,30,0
H0893,24,500,10,0
H0893,29,12400,24,0
H0893,30,2600,35,0
H0893,36,1900,20,0
H0894,13,600,28,0.050000001
H0894,69,3600,50,0.050000001
H0894,75,800,120,0.050000001
H0895,24,500,110,0
H0895,39,1800,45,0
H0895,40,1800,91,0
H0895,60,3400,100,0
H0896,45,1000,15,0
H0896,56,3800,16,0
H0897,29,12400,80,0
H0897,30,2600,36,0
H0898,13,600,5,0
H0899,39,1800,8,0.150000006
H0900,70,1500,3,0.25
H0901,41,1000,30,0
H0901,71,2200,30,0
H0902,55,2400,30,0.150000006
H0902,62,4900,6,0.150000006
H0903,13,600,40,0
H0903,65,2100,21,0
H0903,68,1300,20,0
H0904,58,1300,15,0
H0904,62,4900,35,0
H0905,1,1800,20,0.050000001
H0906,61,2900,15,0
H0907,75,800,14,0
H0908,7,3000,20,0.050000001
H0908,52,700,14,0.050000001
H0909,7,3000,12,0
H0909,16,1700,15,0
H0909,41,1000,5,0
H0910,19,900,12,0
H0910,49,2000,10,0
H0910,61,2900,5,0
H0911,1,1800,10,0
H0911,17,3900,12,0
H0911,67,1400,15,0
H0912,11,2100,40,0.25
H0912,29,12400,60,0.25
H0913,4,2200,30,0.25
H0913,33,300,40,0.25
H0913,58,1300,15,0
H0914,71,2200,25,0
H0915,17,3900,10,0
H0915,33,300,30,0
H0915,54,700,10,0
H0916,16,1700,6,0
H0916,32,3200,6,0
H0916,57,2000,20,0
H0917,30,2600,1,0
H0917,60,3400,10,0
H0918,1,1800,60,0.25
H0918,60,3400,25,0.25
H0919,16,1700,24,0
H0919,25,1400,24,0
H0919,40,1800,20,0
H0920,50,1600,24,0
H0921,35,1800,10,0
H0921,63,4400,40,0
H0922,17,3900,15,0
H0922,24,500,35,0
H0923,42,1400,10,0.200000003
H0923,43,4600,10,0.200000003
H0923,67,1400,24,0.200000003
H0924,10,3100,20,0.100000001
H0924,28,4600,30,0.100000001
H0924,75,800,6,0
H0925,36,1900,25,0.150000006
H0925,52,700,12,0.150000006
H0926,11,2100,2,0
H0926,13,600,10,0
H0926,19,900,7,0
H0926,72,3500,10,0
H0927,20,8100,5,0
H0927,52,700,5,0
H0927,76,1800,20,0
H0928,47,1000,5,0
H0928,76,1800,5,0
H0929,21,1000,60,0
H0929,75,800,49,0
H0929,77,1300,15,0
H0930,21,1000,36,0
H0930,27,4400,25,0
H0930,55,2400,25,0.200000003
H0930,58,1300,30,0.200000003
H0931,13,600,42,0.150000006
H0931,57,2000,30,0
H0932,16,1700,30,0.100000001
H0932,62,4900,14,0.100000001
H0932,72,3500,16,0
H0932,75,800,20,0.100000001
H0933,53,3300,2,0
H0933,61,2900,30,0
H0934,6,2500,20,0
H0935,1,1800,21,0
H0935,18,6300,4,0.25
H0935,23,900,8,0.25
H0936,36,1900,30,0.200000003
H0937,28,4600,8,0
H0937,34,1400,20,0
H0938,13,600,20,0.25
H0938,43,4600,24,0.25
H0938,60,3400,49,0.25
H0938,71,2200,35,0.25
H0939,2,1900,10,0.150000006
H0939,67,1400,40,0.150000006
H0940,7,3000,8,0
H0940,13,600,20,0
H0941,31,1300,44,0.25
H0941,62,4900,30,0.25
H0941,68,1300,80,0.25
H0941,72,3500,50,0
H0942,49,2000,28,0
H0943,13,600,15,0
H0943,22,2100,21,0
H0943,46,1200,15,0
H0944,11,2100,5,0.25
H0944,44,1900,18,0.25
H0944,56,3800,18,0
H0945,13,600,20,0
H0945,31,1300,10,0
H0946,10,3100,25,0
H0946,24,500,25,0
H0946,77,1300,40,0
H0947,59,5500,4,0
H0948,50,1600,9,0
H0948,51,5300,40,0
H0948,55,2400,4,0
H0949,6,2500,12,0
H0949,10,3100,30,0
H0949,17,3900,6,0
H0949,62,4900,60,0
H0950,4,2200,5,0
H0951,33,300,15,0.050000001
H0951,41,1000,6,0.050000001
H0951,75,800,50,0.050000001
H0952,6,2500,16,0.050000001
H0952,28,4600,2,0
H0953,20,8100,50,0.050000001
H0953,31,1300,50,0.050000001
H0954,16,1700,28,0.150000006
H0954,31,1300,25,0.150000006
H0954,45,1000,30,0
H0954,60,3400,24,0.150000006
H0955,75,800,12,0.200000003
H0956,21,1000,12,0
H0956,47,1000,14,0
H0956,51,5300,8,0
H0957,30,2600,30,0
H0957,35,1800,40,0
H0957,64,3300,8,0
H0958,5,2100,20,0
H0958,7,3000,6,0
H0958,72,3500,5,0
H0959,75,800,20,0.150000006
H0960,24,500,10,0.25
H0960,41,1000,24,0
H0961,52,700,6,0.050000001
H0961,76,1800,60,0
H0962,7,3000,45,0
H0962,13,600,77,0
H0962,53,3300,20,0
H0962,69,3600,9,0
H0962,76,1800,44,0
H0963,60,3400,2,0.150000006
H0964,18,6300,6,0
H0964,38,26400,5,0
H0964,69,3600,10,0
H0965,51,5300,16,0
H0966,37,2600,8,0
H0966,56,3800,12,0.150000006
H0966,62,4900,12,0.150000006
H0967,19,900,12,0
H0967,49,2000,40,0
H0968,12,3800,30,0
H0968,24,500,30,0
H0968,64,3300,4,0
H0969,46,1200,9,0
H0970,52,700,40,0.200000003
H0971,29,12400,14,0
H0972,17,3900,6,0
H0972,33,300,7,0
H0973,26,3100,5,0
H0973,41,1000,6,0
H0973,75,800,10,0
H0974,63,4400,10,0
H0975,8,4000,16,0
H0975,75,800,10,0
H0976,28,4600,20,0
H0977,39,1800,30,0
H0977,47,1000,30,0
H0977,51,5300,10,0
H0977,63,4400,20,0
H0978,8,4000,20,0.150000006
H0978,21,1000,40,0.150000006
H0978,40,1800,10,0
H0978,44,1900,6,0.150000006
H0979,7,3000,18,0
H0979,12,3800,20,0
H0979,24,500,80,0
H0979,27,4400,30,0
H0979,31,1300,24,0
H0979,63,4400,35,0
H0980,75,800,40,0.200000003
H0981,38,26400,60,0
H0982,7,3000,20,0
H0982,43,4600,9,0
H0983,13,600,84,0.150000006
H0983,57,2000,15,0
H0984,16,1700,55,0
H0984,24,500,20,0
H0984,36,1900,40,0
H0985,16,1700,36,0.100000001
H0985,18,6300,8,0.100000001
H0985,32,3200,35,0.100000001
H0986,11,2100,30,0
H0986,20,8100,15,0
H0986,76,1800,10,0
H0986,77,1300,15,0
H0987,7,3000,60,0
H0987,43,4600,6,0
H0987,72,3500,20,0
H0988,7,3000,60,0
H0988,62,4900,40,0.100000001
H0989,6,2500,40,0
H0989,11,2100,15,0
H0989,41,1000,4,0
H0990,21,1000,65,0
H0990,34,1400,60,0.150000006
H0990,55,2400,65,0.150000006
H0990,61,2900,66,0.150000006
H0991,2,1900,50,0.200000003
H0991,70,1500,20,0.200000003
H0991,76,1800,90,0.200000003
H0992,72,3500,2,0
H0993,29,12400,50,0.25
H0993,41,1000,35,0.25
H0994,59,5500,18,0.050000001
H0995,51,5300,20,0
H0995,60,3400,4,0
H0996,42,1400,40,0
H0997,32,3200,50,0
H0997,46,1200,20,0.25
H0997,52,700,20,0.25
H0998,24,500,12,0
H0998,61,2900,7,0
H0998,74,1000,20,0
H0998,75,800,30,0
H0999,41,1000,20,0.050000001
H0999,51,5300,15,0.050000001
H0999,77,1300,21,0.050000001
H1000,4,2200,25,0.25
H1000,24,500,30,0.25
H1000,77,1300,30,0
H1001,7,3000,60,0
H1001,22,2100,25,0
H1001,46,1200,25,0
H1001,55,2400,6,0
H1002,13,600,56,0
H1002,35,1800,15,0.150000006
H1002,42,1400,24,0.150000006
H1002,55,2400,40,0
H1003,1,1800,4,0
H1003,40,1800,10,0
H1003,52,700,10,0
H1004,26,3100,6,0
H1004,76,1800,6,0
H1005,1,1800,2,0
